 ,, ,,,,,,,,,,,,2454,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,
Date,Order name,Client ,Status,Date requested,Date of delivery,Type1,Amt,Type2,Amt,Permit required,Note,KLIC ,Google Maps,PDOK,Waterkering ,Oppervlaktewater,Peil,EV1,EV2,EV3,EV4,EV5,Email1,Email2,Email3,Email4,Email5,Email6,,,,,,,,,,,,,,,,,,
4-4-2025,RD25V306 Mercurius (39),RD,Waiting for approval,25-Apr-2025,14-Apr-2025,B,1,,,-,,25O0053785,https://maps.app.goo.gl/LRX3HH4kNmdwVPeF6,,https://kaarten.hhnk.nl/portal/apps/webappviewer/index.html?id=d2de3caed0ba442290991e1f5b404e1a,https://kaarten.hhnk.nl/portal/apps/experiencebuilder/experience/?id=51ae36990bf448248b105c8fbc9fbeb3,,Nederlandse Gasunie West: BGI,Vermilion Energy Netherlands: BGI,,,,Vattenfall Wind Development,Eunetworks,,,,,,,,,,,,,,,,,,,,,,
4-4-2025,RD25V306 Mercurius (38),RD,Waiting for approval,25-Apr-2025,23-Apr-2025,B,1,,,-,"Dit is een gyro boring. Wil je proberen de ontbrekende coordinaten toe te voegen en dan ook de Z waarden erbij.
Verder graag onder de fietstunnel heipalen tot NAP-19 m intekenen",25O0053779,https://maps.app.goo.gl/LRX3HH4kNmdwVPeF6,,https://kaarten.hhnk.nl/portal/apps/webappviewer/index.html?id=d2de3caed0ba442290991e1f5b404e1a,https://kaarten.hhnk.nl/portal/apps/experiencebuilder/experience/?id=51ae36990bf448248b105c8fbc9fbeb3,,Liander: GLD,,,,,Ziggo,Liander (MS),Gem. Koggenland,,,,,,,,,,,,,,,,,,,,,
3-4-2025,"VW25V302 Vlaardingen, Energieweg",VW,Delivered,24-Apr-2025,25-Apr-2025,Z,1,,,W,beschermingszone buitenzijde of zeewaarts,25O0053349,"Energieweg 18, 3133 EB Vlaardingen","https://app.pdok.nl/viewer/#x=82166.45&y=435794.26&z=14.0000&background=Luchtfoto&layers=3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerBouwwerk;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerGebied;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerLeiding;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerPomp;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerPut;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerLozing;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;AansluitingPunt;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;AansluitingLeiding;_;1",https://experience.arcgis.com/experience/a316920536d94e7a90d5fb5edfe48134/page/Waterkeringen#data_s=id%3Awidget_25_output_config_55%3A0%2Cid%3AdataSource_4-18aad25a9aa-layer-80%3A978,https://experience.arcgis.com/experience/a316920536d94e7a90d5fb5edfe48134/page/Waterkeringen#data_s=id%3Awidget_25_output_config_55%3A0%2Cid%3AdataSource_4-18aad25a9aa-layer-80%3A978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3-4-2025,"BT25V113 Enschede, Walhofstraat",BT,Delivered,24-Apr-2025,27-May-2025,N,1,,,-,"2x 160 in één nano en boom toevoegen net voor bij intrede, maar eerst even rea van Frans afwachten",25O0078781,"Walhofstraat 55, 7522 BH Enschede","https://app.pdok.nl/viewer/#x=257480.23&y=472320.49&z=14.0000&background=Luchtfoto&layers=3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerBouwwerk;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerGebied;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerLeiding;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerPomp;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerPut;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerLozing;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;AansluitingPunt;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;AansluitingLeiding;_;1",https://vechtstromen.maps.arcgis.com/apps/webappviewer/index.html?id=157236e98867443696757e2091ebc25a,https://kaarten.vechtstromen.nl/openbaar/,https://kaarten.vechtstromen.nl/openbaar/map.html?webmap=ad7f541961894786af2751650a0cd003,Grolsche Bierbrouwerij: water,Tennet: HS,,,,Gem. Enschede,,,,,,,,,,,,,,,,,,,,,,,
2-4-2025,"QG25V209 Nederhorst Den Berg, Middenweg",QG,Waiting for approval,23-Apr-2025,25-Apr-2025,Z,1,,,-,,25O0052547,"Middenweg 70A, 1394 AL Nederhorst Den Berg","https://app.pdok.nl/viewer/#x=133654.93&y=473551.10&z=14.0000&background=Luchtfoto&layers=3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerBouwwerk;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerGebied;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerLeiding;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerPomp;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerPut;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerLozing;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;AansluitingPunt;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;AansluitingLeiding;_;1",https://maps.waternet.nl/portal/apps/experiencebuilder/experience/?id=36500ca8332b489182bf9ab83427cbc1,https://maps.waternet.nl/portal/apps/experiencebuilder/experience/?id=36500ca8332b489182bf9ab83427cbc1,,Liander: GHD,PWN: water,,,,Gem. Wijdemeren,Reggefiber,Ziggo,,,,,,,,,,,,,,,,,,,,,
2-4-2025,"QG25V208 Cruquius, Crommelinbaan",QG,Waiting for approval,23-Apr-2025,25-Apr-2025,Z,1,,,-,,25O0052542,"Crommelinbaan 36, 2142 EX Zwaanshoek", ,https://rijnland.maps.arcgis.com/apps/webappviewer/index.html?id=354c405809234724b839558ed8bc1a9e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-4-2025,"BT25V112 Alkmaar, Comeniusstraat",BT,Delivered,23-Apr-2025,16-Apr-2025,N,1,,,,Beschermingszone B,25O0052178,"Comeniusstraat 4a, 1817 MS Alkmaar","https://app.pdok.nl/viewer/#x=110311.11&y=517560.84&z=14.0000&background=Luchtfoto&layers=3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerBouwwerk;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerGebied;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerLeiding;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerPomp;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerPut;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerLozing;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;AansluitingPunt;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;AansluitingLeiding;_;1",https://kaarten.hhnk.nl/portal/apps/webappviewer/index.html?id=d2de3caed0ba442290991e1f5b404e1a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-4-2025,"KB25V316 Leek, Leuringslaan",KB,Waiting for approval,11-Apr-2025,11-Apr-2025,N,3,,,-,PRIO,25O0051808,"Leuringslaan 57, 9351 ND Leek","https://app.pdok.nl/viewer/#x=220537.82&y=574545.23&z=13.7636&background=Luchtfoto&layers=3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerBouwwerk;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerGebied;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerLeiding;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerPomp;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerPut;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerLozing;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;AansluitingPunt;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;AansluitingLeiding;_;1",https://noorderzijlvest.maps.arcgis.com/apps/mapviewer/index.html?webmap=1576324c8de14bf180c17743e24584cc,https://noorderzijlvest.maps.arcgis.com/apps/mapviewer/index.html?webmap=1576324c8de14bf180c17743e24584cc,,Waterbedrijf Groningen: water,,,,,Gem. Westerkwartier,,,,,,,,,,,,,,,,,,,,,,,
1-4-2025,"KB25V315 Nieuwolda, B.K. Bosmaplein",KB,Waiting for approval,22-Apr-2025,25-Apr-2025,B,1,,,W,Gegevens brug opgevraagd,25O0051807,"B.K. Bosmaplein 3, 9944 BN Nieuwolda","https://app.pdok.nl/viewer/#x=261153.98&y=585436.52&z=14.0000&background=Luchtfoto&layers=3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerBouwwerk;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerGebied;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerLeiding;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerPomp;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerPut;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerLozing;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;AansluitingPunt;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;AansluitingLeiding;_;1",https://opendata.hunzeenaas.nl/opendataportaal/srv/dut/catalog.search#/map,https://opendata.hunzeenaas.nl/opendataportaal/srv/dut/catalog.search#/home,,Waterbedrijf Groningen: data+LS+water,,,,,Gemeente,Glasdraad,,,,,,,,,,,,,,,,,,,,,,
31-3-2025,"3D25V633 Nijetrijne, Lindedijk",3D,Delivered,21-Apr-2025,17-Apr-2025,B,3,,,-,02-rev.2,25O0067871,"Lindedijk 3, 8481 KH Nijetrijne","https://app.pdok.nl/viewer/#x=191974.58&y=538995.14&z=14.0000&background=Luchtfoto&layers=3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerBouwwerk;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerGebied;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerLeiding;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerPomp;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerPut;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerLozing;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;AansluitingPunt;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;AansluitingLeiding;_;1",https://gis.wetterskipfryslan.nl/portal/apps/webappviewer/index.html?id=e942646b322249bda805f71286708296&extent=113105.9124%2C531949.8273%2C241020.5683%2C615566.7945%2C28992,,https://gis.wetterskipfryslan.nl/portal/apps/experiencebuilder/experience/?id=a0e444b2c8874407bc63d3f81d61367c,Liander: gas LD,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-3-2025,"3D25V632 Uithoorn, C.T. Storkweg",3D,Waiting for approval,11-Apr-2025,2-Apr-2025,B,1,,,-,diep 5.6 ivp 5 ,25O0050629,"C.T. Storkweg 21, 1422 WB Uithoorn","https://app.pdok.nl/viewer/#x=117579.21&y=472639.17&z=13.0000&background=Luchtfoto&layers=3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerBouwwerk;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerGebied;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerLeiding;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerPomp;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerPut;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerLozing;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;AansluitingPunt;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;AansluitingLeiding;_;1",https://maps.waternet.nl/portal/apps/experiencebuilder/experience/?id=36500ca8332b489182bf9ab83427cbc1,,,Liander: HS,,,,,Small Connection,Liander LS,Liander MS,Gem. Uithoorn,,,,,,,,,,,,,,,,,,,,
31-3-2025,"3D25V631 Katwoude, Jaagweg",3D,Waiting for approval,21-Apr-2025,21-Apr-2025,B,2,,,P,rev.3 CONCEPT uitwerken + 02 (EXTRA),25O0050447,"Jaagweg 1, 1145 PT Katwoude","https://app.pdok.nl/viewer/#x=130821.60&y=498697.67&z=13.6667&background=Luchtfoto&layers=3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerBouwwerk;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerGebied;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerLeiding;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerPomp;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerPut;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerLozing;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;AansluitingPunt;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;AansluitingLeiding;_;1",https://kaarten.hhnk.nl/portal/apps/webappviewer/index.html?id=d2de3caed0ba442290991e1f5b404e1a,https://kaarten.hhnk.nl/portal/apps/experiencebuilder/experience/?id=51ae36990bf448248b105c8fbc9fbeb3,,,,,,,KPN,Liander LS,HHNK ,,,,,,,,,,,,,,,,,,,,,
31-3-2025,"3D25V631 Katwoude, Jaagweg",3D,Delivered,21-Apr-2025,21-Apr-2025,W,1,,,P,Werkplan,25O0050447,"Jaagweg 1, 1145 PT Katwoude","https://app.pdok.nl/viewer/#x=130821.60&y=498697.67&z=13.6667&background=Luchtfoto&layers=3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerBouwwerk;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerGebied;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerLeiding;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerPomp;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerPut;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerLozing;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;AansluitingPunt;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;AansluitingLeiding;_;1",https://kaarten.hhnk.nl/portal/apps/webappviewer/index.html?id=d2de3caed0ba442290991e1f5b404e1a,https://kaarten.hhnk.nl/portal/apps/experiencebuilder/experience/?id=51ae36990bf448248b105c8fbc9fbeb3,,,,,,,KPN,Liander LS,,,,,,,,,,,,,,,,,,,,,,
28-3-2025,"TM25V129 Diemen, Tureluurweg",TM,Delivered,18-Apr-2025,12-Apr-2025,N,1,,,-,,25O0050070,"Tureluurweg 48, 1113 HB Diemen","https://app.pdok.nl/viewer/#x=127071.16&y=484733.64&z=14.0000&background=Luchtfoto&layers=3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerBouwwerk;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerGebied;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerLeiding;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerPomp;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerPut;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerLozing;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;AansluitingPunt;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;AansluitingLeiding;_;1",https://maps.waternet.nl/portal/apps/experiencebuilder/experience/?id=36500ca8332b489182bf9ab83427cbc1,,,,,,,,Gem. Diemen,,,,,,,,,,,,,,,,,,,,,,,
28-3-2025,"TM25V128 Almere, Hospitaaldreef",TM,Delivered,18-Apr-2025,21-Apr-2025,N,1,,,-,,25O0050069,"Hospitaaldreef 5, 1315 RC Almere","https://app.pdok.nl/viewer/#x=143718.40&y=486969.74&z=14.0000&background=Luchtfoto&layers=3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerBouwwerk;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerGebied;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerLeiding;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerPomp;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerPut;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerLozing;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;AansluitingPunt;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;AansluitingLeiding;_;1",https://experience.arcgis.com/experience/f3a714b052e04bb8afe63840ba9b7243/,,,Gem. Almere,,,,,Vattenfall,,,,,,,,,,,,,,,,,,,,,,,
28-3-2025,"TM25V127 Ankeveen, Stichts End",TM,Delivered,18-Apr-2025,16-Apr-2025,N,1,,,-,,25O0050053,"Stichts End 28, 1244 PN Ankeveen","https://app.pdok.nl/viewer/#x=135211.00&y=475211.00&z=14.0000&background=Luchtfoto&layers=3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerBouwwerk;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerGebied;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerLeiding;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerPomp;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerPut;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerLozing;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;AansluitingPunt;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;AansluitingLeiding;_;1",https://maps.waternet.nl/portal/apps/experiencebuilder/experience/?id=36500ca8332b489182bf9ab83427cbc1,,,,,,,,Gem. Wijdemeren,,,,,,,,,,,,,,,,,,,,,,,
28-3-2025,"3D25V630 Aalsmeer, Andorraweg",3D,Waiting for approval,18-Apr-2025,4-Apr-2025,B,1,,,-,Ik heb in de Excel sheet het maaiveld aangepast. Graag uitwerken,25O0050047,"Andorraweg 4, 1432 DB Aalsmeer","https://app.pdok.nl/viewer/#x=113637.52&y=476048.20&z=13.7502&background=Luchtfoto&layers=3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerBouwwerk;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerGebied;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerLeiding;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerPomp;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerPut;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerLozing;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;AansluitingPunt;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;AansluitingLeiding;_;1",https://rijnland.maps.arcgis.com/apps/webappviewer/index.html?id=354c405809234724b839558ed8bc1a9e,,,,,,,,Gem. Aalsmeer,,,,,,,,,,,,,,,,,,,,,,,
28-3-2025,"TM25V126 Zeewolde, Futenweg",TM,Delivered,18-Apr-2025,9-Apr-2025,N,3,,,P,N302,25O0050050,"Futenweg 1, 3898 LG Zeewolde","https://app.pdok.nl/viewer/#x=168867.88&y=490898.24&z=12.3128&background=Luchtfoto&layers=3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerBouwwerk;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerGebied;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerLeiding;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerPomp;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerPut;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerLozing;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;AansluitingPunt;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;AansluitingLeiding;_;1",https://experience.arcgis.com/experience/f3a714b052e04bb8afe63840ba9b7243/,https://experience.arcgis.com/experience/ffcd30593db94e37b0a91684d00c6c82/page/Legger-Watersysteem?draft=true#data_s=id%3AdataSource_1-195a95ea7d7-layer-17%3A8114,https://experience.arcgis.com/experience/e705f0a3ea7143dfbf9a61c84d3f643b/#data_s=id%3AdataSource_1-zzl_Peilgebieden_208%3A288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-3-2025,"TM25V125 Amsterdam, Scharenburg",TM,Delivered,18-Apr-2025,9-Apr-2025,N,1,,,-,,25O0050048,"Scharenburg 1, 1046 BZ Amsterdam","https://app.pdok.nl/viewer/#x=113613.32&y=489975.41&z=12.7669&background=Luchtfoto&layers=3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerBouwwerk;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerGebied;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerLeiding;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerPomp;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerPut;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerLozing;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;AansluitingPunt;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;AansluitingLeiding;_;1",https://maps.waternet.nl/portal/apps/experiencebuilder/experience/?id=36500ca8332b489182bf9ab83427cbc1,,,Beheer B.V.: BGI,Liander: GHD,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-3-2025,"VG25V301 Boskoop, Rijneveld",VG,Waiting for approval,18-Apr-2025,21-Apr-2025,N,1,,,-,rev.3 NAP11.6 m diep. Je hebt hem op MV-11.6m diep getekend. Laat me weten als je hulp nodig hebt,25O0050071,"Rijneveld 16, 2771 XT Boskoop","https://app.pdok.nl/viewer/#x=105561.00&y=455545.00&z=14.0000&background=Luchtfoto&layers=3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerBouwwerk;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerGebied;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerLeiding;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerPomp;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerPut;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerLozing;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;AansluitingPunt;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;AansluitingLeiding;_;1",https://rijnland.maps.arcgis.com/apps/webappviewer/index.html?id=354c405809234724b839558ed8bc1a9e,https://rijnland.maps.arcgis.com/apps/webappviewer/index.html?id=25694eb316fc45e08a47413f80ae8f9f,https://rijnland.maps.arcgis.com/apps/instant/sidebar/index.html?appid=5469a9663c5e4643b10efe6da9a15ae2,Liander: GHD,,,,,Gem. Alphen aan den Rijn WION,,,,,,,,,,,,,,,,,,,,,,,
27-3-2025,"TM25V124 Almere, Schoutstraat",TM,Delivered,17-Apr-2025,16-Apr-2025,N,1,,,-,waiting for the reply email from Eurofiber (sent 8-4-2025),25O0049172,"Schoutstraat 110, 1315 EZ Almere","https://app.pdok.nl/viewer/#x=143374.26&y=487372.26&z=14.0000&background=Luchtfoto&layers=3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerBouwwerk;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerGebied;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerLeiding;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerPomp;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerPut;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerLozing;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;AansluitingPunt;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;AansluitingLeiding;_;1",https://experience.arcgis.com/experience/f3a714b052e04bb8afe63840ba9b7243/,,,,,,,,Eurofiber,,,,,,,,,,,,,,,,,,,,,,,
27-3-2025,"TM25V123 Amsterdam, Wessel Gansfortstraat",TM,Delivered,17-Apr-2025,9-Apr-2025,N,1,,,-,"Concept uitwerken, Rv mag 20 worden",25O0049167,"Wessel Gansfortstraat 1, 1064 NP Amsterdam","https://app.pdok.nl/viewer/#x=115823.58&y=487292.98&z=13.3408&background=Luchtfoto&layers=3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerBouwwerk;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerGebied;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerLeiding;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerPomp;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerPut;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerLozing;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;AansluitingPunt;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;AansluitingLeiding;_;1",https://maps.waternet.nl/portal/apps/experiencebuilder/experience/?id=36500ca8332b489182bf9ab83427cbc1,https://maps.waternet.nl/portal/apps/experiencebuilder/experience/?id=36500ca8332b489182bf9ab83427cbc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-3-2025,"KB25V314 Loenen, Beekbergerweg",KB,Delivered,17-Apr-2025,7-Apr-2025,Z,1,,,P,N786,25O0033649,"Beekbergerweg 52, 7371 EW Loenen","https://app.pdok.nl/viewer/#x=197348.24&y=460492.14&z=14.0000&background=Luchtfoto&layers=3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerBouwwerk;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerGebied;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerLeiding;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerPomp;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerPut;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerLozing;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;AansluitingPunt;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;AansluitingLeiding;_;1",https://open-geodata-portaal-valleienveluwe.hub.arcgis.com/apps/e75d12ac1ccb47daa53c1b53916be4e9/explore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-3-2025,RD25V306 Mercurius (37),RD,Waiting for approval,17-Apr-2025,14-Apr-2025,B,1,,,-,,25O0049214,https://maps.app.goo.gl/LRX3HH4kNmdwVPeF6,,https://kaarten.hhnk.nl/portal/apps/webappviewer/index.html?id=d2de3caed0ba442290991e1f5b404e1a,https://kaarten.hhnk.nl/portal/apps/experiencebuilder/experience/?id=51ae36990bf448248b105c8fbc9fbeb3,,,,,,,Gem. Landsmeer,,,,,,,,,,,,,,,,,,,,,,,
